Clust,Lon,Lat,Gain
23,180,-28,0.005118291
23,180,-26,0.005118291
23,180,-24,0.005118291
23,180,-22,0.005118291
23,180,-20,0.005118291
29,180,-18,0.003049921
29,180,-16,0.003049921
18,180,-14,0.002907331
18,180,-12,0.002907331
18,180,-10,0.002907331
18,180,-8,0.002907331
22,180,-6,0.003578606
22,180,-4,0.003578606
22,180,-2,0.003578606
22,180,0,0.003578606
22,180,2,0.003578606
22,180,4,0.003578606
22,180,6,0.003578606
30,180,8,0.003798772
25,180,10,0.004583879
25,180,12,0.004583879
25,180,14,0.004583879
25,180,16,0.004583879
19,180,18,0.004319592
19,180,20,0.004319592
19,180,22,0.004319592
19,180,24,0.004319592
19,180,26,0.004319592
19,180,28,0.004319592
24,180,30,0.002849329
24,180,32,0.002849329
24,180,34,0.002849329
24,180,36,0.002849329
27,180,38,0.002822986
27,180,40,0.002822986
27,180,42,0.002822986
28,180,44,0.002764644
28,180,46,0.002764644
28,180,48,0.002764644
26,180,50,0.006305555
26,180,52,0.006305555
26,180,54,0.006305555
21,180,56,0.004644596
21,180,58,0.004644596
21,180,60,0.004644596
23,182,-30,0.005118291
23,182,-28,0.005118291
23,182,-26,0.005118291
23,182,-24,0.005118291
23,182,-22,0.005118291
29,182,-20,0.003049921
29,182,-18,0.003049921
29,182,-16,0.003049921
18,182,-14,0.002907331
18,182,-12,0.002907331
18,182,-10,0.002907331
18,182,-8,0.002907331
22,182,-6,0.003578606
22,182,-4,0.003578606
22,182,-2,0.003578606
22,182,0,0.003578606
22,182,2,0.003578606
22,182,4,0.003578606
22,182,6,0.003578606
30,182,8,0.003798772
30,182,10,0.003798772
25,182,12,0.004583879
25,182,14,0.004583879
25,182,16,0.004583879
25,182,18,0.004583879
19,182,20,0.004319592
19,182,22,0.004319592
19,182,24,0.004319592
19,182,26,0.004319592
19,182,28,0.004319592
24,182,30,0.002849329
24,182,32,0.002849329
24,182,34,0.002849329
31,182,36,0.003579126
27,182,38,0.002822986
27,182,40,0.002822986
27,182,42,0.002822986
28,182,44,0.002764644
28,182,46,0.002764644
28,182,48,0.002764644
26,182,50,0.006305555
26,182,52,0.006305555
26,182,54,0.006305555
26,182,56,0.006305555
21,182,58,0.004644596
21,182,60,0.004644596
23,184,-30,0.005118291
23,184,-28,0.005118291
23,184,-26,0.005118291
23,184,-24,0.005118291
32,184,-22,0.003836456
29,184,-20,0.003049921
29,184,-18,0.003049921
29,184,-16,0.003049921
18,184,-14,0.002907331
18,184,-12,0.002907331
18,184,-10,0.002907331
18,184,-8,0.002907331
22,184,-6,0.003578606
33,184,-4,0.002316626
33,184,-2,0.002316626
33,184,0,0.002316626
33,184,2,0.002316626
22,184,4,0.003578606
22,184,6,0.003578606
30,184,8,0.003798772
30,184,10,0.003798772
25,184,12,0.004583879
25,184,14,0.004583879
25,184,16,0.004583879
25,184,18,0.004583879
19,184,20,0.004319592
19,184,22,0.004319592
19,184,24,0.004319592
19,184,26,0.004319592
34,184,28,0.002759789
34,184,30,0.002759789
24,184,32,0.002849329
31,184,34,0.003579126
31,184,36,0.003579126
27,184,38,0.002822986
27,184,40,0.002822986
27,184,42,0.002822986
28,184,44,0.002764644
28,184,46,0.002764644
28,184,48,0.002764644
26,184,50,0.006305555
26,184,52,0.006305555
26,184,54,0.006305555
26,184,56,0.006305555
35,184,58,0.00349209
35,184,60,0.00349209
23,186,-30,0.005118291
23,186,-28,0.005118291
23,186,-26,0.005118291
32,186,-24,0.003836456
32,186,-22,0.003836456
29,186,-20,0.003049921
29,186,-18,0.003049921
29,186,-16,0.003049921
18,186,-14,0.002907331
18,186,-12,0.002907331
18,186,-10,0.002907331
18,186,-8,0.002907331
36,186,-6,0.004722976
33,186,-4,0.002316626
33,186,-2,0.002316626
37,186,0,0.007316421
33,186,2,0.002316626
22,186,4,0.003578606
22,186,6,0.003578606
30,186,8,0.003798772
30,186,10,0.003798772
25,186,12,0.004583879
25,186,14,0.004583879
25,186,16,0.004583879
25,186,18,0.004583879
19,186,20,0.004319592
19,186,22,0.004319592
19,186,24,0.004319592
19,186,26,0.004319592
34,186,28,0.002759789
34,186,30,0.002759789
24,186,32,0.002849329
31,186,34,0.003579126
31,186,36,0.003579126
31,186,38,0.003579126
27,186,40,0.002822986
27,186,42,0.002822986
28,186,44,0.002764644
28,186,46,0.002764644
28,186,48,0.002764644
26,186,50,0.006305555
26,186,52,0.006305555
26,186,54,0.006305555
35,186,56,0.00349209
35,186,58,0.00349209
35,186,60,0.00349209
23,188,-30,0.005118291
23,188,-28,0.005118291
32,188,-26,0.003836456
32,188,-24,0.003836456
32,188,-22,0.003836456
29,188,-20,0.003049921
29,188,-18,0.003049921
29,188,-16,0.003049921
18,188,-14,0.002907331
18,188,-12,0.002907331
18,188,-10,0.002907331
36,188,-8,0.004722976
36,188,-6,0.004722976
33,188,-4,0.002316626
37,188,-2,0.007316421
37,188,0,0.007316421
33,188,2,0.002316626
33,188,4,0.002316626
22,188,6,0.003578606
30,188,8,0.003798772
30,188,10,0.003798772
30,188,12,0.003798772
25,188,14,0.004583879
25,188,16,0.004583879
25,188,18,0.004583879
25,188,20,0.004583879
19,188,22,0.004319592
19,188,24,0.004319592
19,188,26,0.004319592
34,188,28,0.002759789
34,188,30,0.002759789
34,188,32,0.002759789
31,188,34,0.003579126
31,188,36,0.003579126
31,188,38,0.003579126
27,188,40,0.002822986
27,188,42,0.002822986
28,188,44,0.002764644
28,188,46,0.002764644
28,188,48,0.002764644
26,188,50,0.006305555
26,188,52,0.006305555
26,188,54,0.006305555
35,188,56,0.00349209
35,188,58,0.00349209
35,188,60,0.00349209
23,190,-30,0.005118291
32,190,-28,0.003836456
32,190,-26,0.003836456
32,190,-24,0.003836456
32,190,-22,0.003836456
29,190,-20,0.003049921
29,190,-18,0.003049921
29,190,-16,0.003049921
18,190,-14,0.002907331
18,190,-12,0.002907331
18,190,-10,0.002907331
36,190,-8,0.004722976
36,190,-6,0.004722976
33,190,-4,0.002316626
37,190,-2,0.007316421
37,190,0,0.007316421
37,190,2,0.007316421
33,190,4,0.002316626
33,190,6,0.002316626
30,190,8,0.003798772
30,190,10,0.003798772
30,190,12,0.003798772
25,190,14,0.004583879
25,190,16,0.004583879
25,190,18,0.004583879
25,190,20,0.004583879
19,190,22,0.004319592
19,190,24,0.004319592
19,190,26,0.004319592
34,190,28,0.002759789
34,190,30,0.002759789
34,190,32,0.002759789
31,190,34,0.003579126
31,190,36,0.003579126
31,190,38,0.003579126
31,190,40,0.003579126
38,190,42,0.004144478
38,190,44,0.004144478
38,190,46,0.004144478
38,190,48,0.004144478
26,190,50,0.006305555
26,190,52,0.006305555
26,190,54,0.006305555
35,190,56,0.00349209
35,190,58,0.00349209
35,190,60,0.00349209
23,192,-30,0.005118291
32,192,-28,0.003836456
32,192,-26,0.003836456
32,192,-24,0.003836456
32,192,-22,0.003836456
29,192,-20,0.003049921
29,192,-18,0.003049921
29,192,-16,0.003049921
18,192,-14,0.002907331
18,192,-12,0.002907331
39,192,-10,0.00363591
36,192,-8,0.004722976
36,192,-6,0.004722976
33,192,-4,0.002316626
37,192,-2,0.007316421
37,192,0,0.007316421
37,192,2,0.007316421
33,192,4,0.002316626
33,192,6,0.002316626
30,192,8,0.003798772
30,192,10,0.003798772
30,192,12,0.003798772
25,192,14,0.004583879
25,192,16,0.004583879
25,192,18,0.004583879
25,192,20,0.004583879
25,192,22,0.004583879
19,192,24,0.004319592
19,192,26,0.004319592
34,192,28,0.002759789
34,192,30,0.002759789
34,192,32,0.002759789
31,192,34,0.003579126
31,192,36,0.003579126
31,192,38,0.003579126
31,192,40,0.003579126
38,192,42,0.004144478
38,192,44,0.004144478
38,192,46,0.004144478
38,192,48,0.004144478
26,192,50,0.006305555
26,192,52,0.006305555
35,192,54,0.00349209
35,192,56,0.00349209
35,192,58,0.00349209
35,192,60,0.00349209
32,194,-30,0.003836456
32,194,-28,0.003836456
32,194,-26,0.003836456
32,194,-24,0.003836456
32,194,-22,0.003836456
29,194,-20,0.003049921
29,194,-18,0.003049921
29,194,-16,0.003049921
18,194,-14,0.002907331
39,194,-12,0.00363591
39,194,-10,0.00363591
36,194,-8,0.004722976
36,194,-6,0.004722976
37,194,-4,0.007316421
37,194,-2,0.007316421
37,194,0,0.007316421
37,194,2,0.007316421
33,194,4,0.002316626
33,194,6,0.002316626
30,194,8,0.003798772
30,194,10,0.003798772
30,194,12,0.003798772
30,194,14,0.003798772
25,194,16,0.004583879
25,194,18,0.004583879
25,194,20,0.004583879
25,194,22,0.004583879
19,194,24,0.004319592
19,194,26,0.004319592
34,194,28,0.002759789
34,194,30,0.002759789
34,194,32,0.002759789
31,194,34,0.003579126
31,194,36,0.003579126
31,194,38,0.003579126
40,194,40,0.002698496
38,194,42,0.004144478
38,194,44,0.004144478
38,194,46,0.004144478
38,194,48,0.004144478
26,194,50,0.006305555
26,194,52,0.006305555
35,194,54,0.00349209
35,194,56,0.00349209
35,194,58,0.00349209
35,194,60,0.00349209
32,196,-30,0.003836456
32,196,-28,0.003836456
32,196,-26,0.003836456
32,196,-24,0.003836456
32,196,-22,0.003836456
29,196,-20,0.003049921
29,196,-18,0.003049921
29,196,-16,0.003049921
39,196,-14,0.00363591
39,196,-12,0.00363591
39,196,-10,0.00363591
36,196,-8,0.004722976
36,196,-6,0.004722976
37,196,-4,0.007316421
37,196,-2,0.007316421
37,196,0,0.007316421
37,196,2,0.007316421
33,196,4,0.002316626
33,196,6,0.002316626
30,196,8,0.003798772
30,196,10,0.003798772
30,196,12,0.003798772
30,196,14,0.003798772
25,196,16,0.004583879
25,196,18,0.004583879
25,196,20,0.004583879
25,196,22,0.004583879
19,196,24,0.004319592
19,196,26,0.004319592
34,196,28,0.002759789
34,196,30,0.002759789
34,196,32,0.002759789
31,196,34,0.003579126
31,196,36,0.003579126
40,196,38,0.002698496
40,196,40,0.002698496
38,196,42,0.004144478
38,196,44,0.004144478
38,196,46,0.004144478
38,196,48,0.004144478
26,196,50,0.006305555
26,196,52,0.006305555
35,196,54,0.00349209
35,196,56,0.00349209
35,196,58,0.00349209
35,196,60,0.00349209
32,198,-30,0.003836456
32,198,-28,0.003836456
32,198,-26,0.003836456
32,198,-24,0.003836456
32,198,-22,0.003836456
29,198,-20,0.003049921
29,198,-18,0.003049921
29,198,-16,0.003049921
39,198,-14,0.00363591
39,198,-12,0.00363591
39,198,-10,0.00363591
36,198,-8,0.004722976
36,198,-6,0.004722976
37,198,-4,0.007316421
37,198,-2,0.007316421
37,198,0,0.007316421
37,198,2,0.007316421
33,198,4,0.002316626
33,198,6,0.002316626
30,198,8,0.003798772
30,198,10,0.003798772
30,198,12,0.003798772
30,198,14,0.003798772
30,198,16,0.003798772
25,198,18,0.004583879
25,198,20,0.004583879
25,198,22,0.004583879
25,198,24,0.004583879
19,198,26,0.004319592
34,198,28,0.002759789
34,198,30,0.002759789
34,198,32,0.002759789
34,198,34,0.002759789
40,198,36,0.002698496
40,198,38,0.002698496
40,198,40,0.002698496
38,198,42,0.004144478
38,198,44,0.004144478
38,198,46,0.004144478
38,198,48,0.004144478
41,198,50,0.005309607
26,198,52,0.006305555
35,198,54,0.00349209
35,198,56,0.00349209
35,198,58,0.00349209
35,198,60,0.00349209
32,200,-30,0.003836456
32,200,-28,0.003836456
32,200,-26,0.003836456
32,200,-24,0.003836456
32,200,-22,0.003836456
29,200,-20,0.003049921
29,200,-18,0.003049921
29,200,-16,0.003049921
39,200,-14,0.00363591
39,200,-12,0.00363591
36,200,-10,0.004722976
36,200,-8,0.004722976
36,200,-6,0.004722976
37,200,-4,0.007316421
37,200,-2,0.007316421
37,200,0,0.007316421
37,200,2,0.007316421
33,200,4,0.002316626
33,200,6,0.002316626
30,200,8,0.003798772
30,200,10,0.003798772
30,200,12,0.003798772
30,200,14,0.003798772
30,200,16,0.003798772
25,200,18,0.004583879
25,200,20,0.004583879
25,200,22,0.004583879
25,200,24,0.004583879
19,200,26,0.004319592
34,200,28,0.002759789
34,200,30,0.002759789
34,200,32,0.002759789
34,200,34,0.002759789
40,200,36,0.002698496
40,200,38,0.002698496
40,200,40,0.002698496
38,200,42,0.004144478
38,200,44,0.004144478
38,200,46,0.004144478
38,200,48,0.004144478
41,200,50,0.005309607
41,200,52,0.005309607
35,200,54,0.00349209
35,200,56,0.00349209
35,200,58,0.00349209
32,202,-30,0.003836456
32,202,-28,0.003836456
32,202,-26,0.003836456
32,202,-24,0.003836456
32,202,-22,0.003836456
29,202,-20,0.003049921
29,202,-18,0.003049921
39,202,-16,0.00363591
39,202,-14,0.00363591
39,202,-12,0.00363591
36,202,-10,0.004722976
36,202,-8,0.004722976
36,202,-6,0.004722976
37,202,-4,0.007316421
37,202,-2,0.007316421
37,202,0,0.007316421
37,202,2,0.007316421
33,202,4,0.002316626
33,202,6,0.002316626
30,202,8,0.003798772
30,202,10,0.003798772
30,202,12,0.003798772
30,202,14,0.003798772
30,202,16,0.003798772
25,202,18,0.004583879
25,202,20,0.004583879
25,202,22,0.004583879
25,202,24,0.004583879
19,202,26,0.004319592
34,202,28,0.002759789
34,202,30,0.002759789
34,202,32,0.002759789
34,202,34,0.002759789
40,202,36,0.002698496
40,202,38,0.002698496
40,202,40,0.002698496
38,202,42,0.004144478
38,202,44,0.004144478
38,202,46,0.004144478
38,202,48,0.004144478
41,202,50,0.005309607
41,202,52,0.005309607
42,202,54,0.004258139
35,202,56,0.00349209
35,202,58,0.00349209
32,204,-30,0.003836456
32,204,-28,0.003836456
32,204,-26,0.003836456
32,204,-24,0.003836456
32,204,-22,0.003836456
29,204,-20,0.003049921
29,204,-18,0.003049921
39,204,-16,0.00363591
39,204,-14,0.00363591
39,204,-12,0.00363591
36,204,-10,0.004722976
36,204,-8,0.004722976
36,204,-6,0.004722976
37,204,-4,0.007316421
37,204,-2,0.007316421
37,204,0,0.007316421
37,204,2,0.007316421
33,204,4,0.002316626
33,204,6,0.002316626
30,204,8,0.003798772
30,204,10,0.003798772
30,204,12,0.003798772
30,204,14,0.003798772
30,204,16,0.003798772
30,204,18,0.003798772
25,204,20,0.004583879
25,204,22,0.004583879
25,204,24,0.004583879
43,204,26,0.004036522
43,204,28,0.004036522
34,204,30,0.002759789
34,204,32,0.002759789
34,204,34,0.002759789
40,204,36,0.002698496
40,204,38,0.002698496
40,204,40,0.002698496
44,204,42,0.003226721
44,204,44,0.003226721
38,204,46,0.004144478
41,204,48,0.005309607
41,204,50,0.005309607
41,204,52,0.005309607
42,204,54,0.004258139
42,204,56,0.004258139
42,204,58,0.004258139
32,206,-30,0.003836456
32,206,-28,0.003836456
32,206,-26,0.003836456
32,206,-24,0.003836456
32,206,-22,0.003836456
29,206,-20,0.003049921
39,206,-18,0.00363591
39,206,-16,0.00363591
39,206,-14,0.00363591
39,206,-12,0.00363591
36,206,-10,0.004722976
36,206,-8,0.004722976
36,206,-6,0.004722976
37,206,-4,0.007316421
37,206,-2,0.007316421
37,206,0,0.007316421
37,206,2,0.007316421
33,206,4,0.002316626
33,206,6,0.002316626
33,206,8,0.002316626
30,206,10,0.003798772
30,206,12,0.003798772
30,206,14,0.003798772
30,206,16,0.003798772
30,206,18,0.003798772
25,206,20,0.004583879
25,206,22,0.004583879
25,206,24,0.004583879
43,206,26,0.004036522
43,206,28,0.004036522
34,206,30,0.002759789
34,206,32,0.002759789
45,206,34,0.002823524
40,206,36,0.002698496
40,206,38,0.002698496
40,206,40,0.002698496
44,206,42,0.003226721
44,206,44,0.003226721
44,206,46,0.003226721
41,206,48,0.005309607
41,206,50,0.005309607
41,206,52,0.005309607
42,206,54,0.004258139
42,206,56,0.004258139
42,206,58,0.004258139
32,208,-30,0.003836456
32,208,-28,0.003836456
32,208,-26,0.003836456
32,208,-24,0.003836456
32,208,-22,0.003836456
29,208,-20,0.003049921
39,208,-18,0.00363591
39,208,-16,0.00363591
39,208,-14,0.00363591
36,208,-12,0.004722976
36,208,-10,0.004722976
36,208,-8,0.004722976
36,208,-6,0.004722976
37,208,-4,0.007316421
37,208,-2,0.007316421
37,208,0,0.007316421
37,208,2,0.007316421
37,208,4,0.007316421
33,208,6,0.002316626
33,208,8,0.002316626
30,208,10,0.003798772
30,208,12,0.003798772
30,208,14,0.003798772
30,208,16,0.003798772
30,208,18,0.003798772
30,208,20,0.003798772
25,208,22,0.004583879
25,208,24,0.004583879
25,208,26,0.004583879
43,208,28,0.004036522
43,208,30,0.004036522
34,208,32,0.002759789
45,208,34,0.002823524
45,208,36,0.002823524
40,208,38,0.002698496
40,208,40,0.002698496
44,208,42,0.003226721
44,208,44,0.003226721
44,208,46,0.003226721
41,208,48,0.005309607
41,208,50,0.005309607
41,208,52,0.005309607
42,208,54,0.004258139
42,208,56,0.004258139
42,208,58,0.004258139
42,208,60,0.004258139
32,210,-30,0.003836456
32,210,-28,0.003836456
32,210,-26,0.003836456
32,210,-24,0.003836456
29,210,-22,0.003049921
29,210,-20,0.003049921
39,210,-18,0.00363591
39,210,-16,0.00363591
39,210,-14,0.00363591
36,210,-12,0.004722976
36,210,-10,0.004722976
36,210,-8,0.004722976
36,210,-6,0.004722976
37,210,-4,0.007316421
37,210,-2,0.007316421
46,210,0,0.002434517
37,210,2,0.007316421
37,210,4,0.007316421
33,210,6,0.002316626
33,210,8,0.002316626
30,210,10,0.003798772
30,210,12,0.003798772
30,210,14,0.003798772
30,210,16,0.003798772
47,210,18,0.003121339
47,210,20,0.003121339
25,210,22,0.004583879
25,210,24,0.004583879
25,210,26,0.004583879
43,210,28,0.004036522
43,210,30,0.004036522
45,210,32,0.002823524
45,210,34,0.002823524
45,210,36,0.002823524
45,210,38,0.002823524
44,210,40,0.003226721
44,210,42,0.003226721
44,210,44,0.003226721
44,210,46,0.003226721
41,210,48,0.005309607
41,210,50,0.005309607
41,210,52,0.005309607
42,210,54,0.004258139
42,210,56,0.004258139
42,210,58,0.004258139
42,210,60,0.004258139
48,212,-30,0.002986858
48,212,-28,0.002986858
48,212,-26,0.002986858
48,212,-24,0.002986858
48,212,-22,0.002986858
39,212,-20,0.00363591
39,212,-18,0.00363591
39,212,-16,0.00363591
39,212,-14,0.00363591
36,212,-12,0.004722976
36,212,-10,0.004722976
36,212,-8,0.004722976
36,212,-6,0.004722976
37,212,-4,0.007316421
46,212,-2,0.002434517
46,212,0,0.002434517
37,212,2,0.007316421
37,212,4,0.007316421
33,212,6,0.002316626
33,212,8,0.002316626
30,212,10,0.003798772
30,212,12,0.003798772
30,212,14,0.003798772
30,212,16,0.003798772
47,212,18,0.003121339
47,212,20,0.003121339
47,212,22,0.003121339
25,212,24,0.004583879
25,212,26,0.004583879
43,212,28,0.004036522
43,212,30,0.004036522
45,212,32,0.002823524
45,212,34,0.002823524
45,212,36,0.002823524
45,212,38,0.002823524
44,212,40,0.003226721
44,212,42,0.003226721
44,212,44,0.003226721
44,212,46,0.003226721
41,212,48,0.005309607
41,212,50,0.005309607
41,212,52,0.005309607
42,212,54,0.004258139
42,212,56,0.004258139
42,212,58,0.004258139
42,212,60,0.004258139
48,214,-30,0.002986858
48,214,-28,0.002986858
48,214,-26,0.002986858
48,214,-24,0.002986858
48,214,-22,0.002986858
39,214,-20,0.00363591
39,214,-18,0.00363591
39,214,-16,0.00363591
39,214,-14,0.00363591
36,214,-12,0.004722976
36,214,-10,0.004722976
36,214,-8,0.004722976
36,214,-6,0.004722976
46,214,-4,0.002434517
46,214,-2,0.002434517
46,214,0,0.002434517
46,214,2,0.002434517
37,214,4,0.007316421
33,214,6,0.002316626
33,214,8,0.002316626
49,214,10,0.002732758
30,214,12,0.003798772
30,214,14,0.003798772
30,214,16,0.003798772
47,214,18,0.003121339
47,214,20,0.003121339
47,214,22,0.003121339
25,214,24,0.004583879
25,214,26,0.004583879
43,214,28,0.004036522
43,214,30,0.004036522
43,214,32,0.004036522
45,214,34,0.002823524
45,214,36,0.002823524
45,214,38,0.002823524
45,214,40,0.002823524
44,214,42,0.003226721
44,214,44,0.003226721
44,214,46,0.003226721
41,214,48,0.005309607
41,214,50,0.005309607
41,214,52,0.005309607
42,214,54,0.004258139
42,214,56,0.004258139
42,214,58,0.004258139
42,214,60,0.004258139
48,216,-30,0.002986858
48,216,-28,0.002986858
48,216,-26,0.002986858
48,216,-24,0.002986858
10,216,-22,0.003221175
39,216,-20,0.00363591
39,216,-18,0.00363591
39,216,-16,0.00363591
39,216,-14,0.00363591
36,216,-12,0.004722976
36,216,-10,0.004722976
36,216,-8,0.004722976
36,216,-6,0.004722976
46,216,-4,0.002434517
46,216,-2,0.002434517
46,216,0,0.002434517
46,216,2,0.002434517
37,216,4,0.007316421
33,216,6,0.002316626
33,216,8,0.002316626
49,216,10,0.002732758
49,216,12,0.002732758
30,216,14,0.003798772
30,216,16,0.003798772
47,216,18,0.003121339
47,216,20,0.003121339
47,216,22,0.003121339
47,216,24,0.003121339
25,216,26,0.004583879
43,216,28,0.004036522
43,216,30,0.004036522
43,216,32,0.004036522
45,216,34,0.002823524
45,216,36,0.002823524
45,216,38,0.002823524
45,216,40,0.002823524
44,216,42,0.003226721
44,216,44,0.003226721
50,216,46,0.003384879
41,216,48,0.005309607
41,216,50,0.005309607
41,216,52,0.005309607
42,216,54,0.004258139
42,216,56,0.004258139
42,216,58,0.004258139
42,216,60,0.004258139
48,218,-30,0.002986858
48,218,-28,0.002986858
48,218,-26,0.002986858
48,218,-24,0.002986858
10,218,-22,0.003221175
39,218,-20,0.00363591
39,218,-18,0.00363591
39,218,-16,0.00363591
36,218,-14,0.004722976
36,218,-12,0.004722976
36,218,-10,0.004722976
36,218,-8,0.004722976
51,218,-6,0.00295004
46,218,-4,0.002434517
46,218,-2,0.002434517
46,218,0,0.002434517
46,218,2,0.002434517
46,218,4,0.002434517
33,218,6,0.002316626
33,218,8,0.002316626
49,218,10,0.002732758
49,218,12,0.002732758
49,218,14,0.002732758
30,218,16,0.003798772
47,218,18,0.003121339
47,218,20,0.003121339
47,218,22,0.003121339
47,218,24,0.003121339
25,218,26,0.004583879
43,218,28,0.004036522
43,218,30,0.004036522
43,218,32,0.004036522
43,218,34,0.004036522
45,218,36,0.002823524
45,218,38,0.002823524
45,218,40,0.002823524
50,218,42,0.003384879
50,218,44,0.003384879
50,218,46,0.003384879
41,218,48,0.005309607
41,218,50,0.005309607
42,218,52,0.004258139
42,218,54,0.004258139
42,218,56,0.004258139
42,218,58,0.004258139
42,218,60,0.004258139
48,220,-30,0.002986858
48,220,-28,0.002986858
48,220,-26,0.002986858
48,220,-24,0.002986858
10,220,-22,0.003221175
39,220,-20,0.00363591
39,220,-18,0.00363591
39,220,-16,0.00363591
36,220,-14,0.004722976
36,220,-12,0.004722976
36,220,-10,0.004722976
51,220,-8,0.00295004
51,220,-6,0.00295004
46,220,-4,0.002434517
46,220,-2,0.002434517
46,220,0,0.002434517
46,220,2,0.002434517
46,220,4,0.002434517
33,220,6,0.002316626
33,220,8,0.002316626
49,220,10,0.002732758
49,220,12,0.002732758
49,220,14,0.002732758
30,220,16,0.003798772
47,220,18,0.003121339
47,220,20,0.003121339
47,220,22,0.003121339
47,220,24,0.003121339
47,220,26,0.003121339
43,220,28,0.004036522
43,220,30,0.004036522
43,220,32,0.004036522
43,220,34,0.004036522
43,220,36,0.004036522
45,220,38,0.002823524
50,220,40,0.003384879
50,220,42,0.003384879
50,220,44,0.003384879
50,220,46,0.003384879
50,220,48,0.003384879
41,220,50,0.005309607
42,220,52,0.004258139
42,220,54,0.004258139
42,220,56,0.004258139
42,220,58,0.004258139
42,220,60,0.004258139
48,222,-30,0.002986858
48,222,-28,0.002986858
48,222,-26,0.002986858
48,222,-24,0.002986858
52,222,-22,0.00272945
39,222,-20,0.00363591
39,222,-18,0.00363591
39,222,-16,0.00363591
36,222,-14,0.004722976
36,222,-12,0.004722976
51,222,-10,0.00295004
51,222,-8,0.00295004
51,222,-6,0.00295004
46,222,-4,0.002434517
46,222,-2,0.002434517
46,222,0,0.002434517
46,222,2,0.002434517
46,222,4,0.002434517
33,222,6,0.002316626
33,222,8,0.002316626
49,222,10,0.002732758
49,222,12,0.002732758
49,222,14,0.002732758
49,222,16,0.002732758
47,222,18,0.003121339
47,222,20,0.003121339
47,222,22,0.003121339
47,222,24,0.003121339
47,222,26,0.003121339
53,222,28,0.002871919
43,222,30,0.004036522
43,222,32,0.004036522
43,222,34,0.004036522
43,222,36,0.004036522
43,222,38,0.004036522
50,222,40,0.003384879
50,222,42,0.003384879
50,222,44,0.003384879
50,222,46,0.003384879
50,222,48,0.003384879
54,222,50,0.003148797
42,222,52,0.004258139
42,222,54,0.004258139
42,222,56,0.004258139
42,222,58,0.004258139
48,224,-30,0.002986858
48,224,-28,0.002986858
48,224,-26,0.002986858
52,224,-24,0.00272945
52,224,-22,0.00272945
39,224,-20,0.00363591
39,224,-18,0.00363591
39,224,-16,0.00363591
36,224,-14,0.004722976
51,224,-12,0.00295004
51,224,-10,0.00295004
51,224,-8,0.00295004
51,224,-6,0.00295004
46,224,-4,0.002434517
46,224,-2,0.002434517
46,224,0,0.002434517
46,224,2,0.002434517
46,224,4,0.002434517
33,224,6,0.002316626
33,224,8,0.002316626
49,224,10,0.002732758
49,224,12,0.002732758
49,224,14,0.002732758
49,224,16,0.002732758
47,224,18,0.003121339
47,224,20,0.003121339
47,224,22,0.003121339
47,224,24,0.003121339
47,224,26,0.003121339
53,224,28,0.002871919
53,224,30,0.002871919
43,224,32,0.004036522
43,224,34,0.004036522
43,224,36,0.004036522
43,224,38,0.004036522
50,224,40,0.003384879
50,224,42,0.003384879
50,224,44,0.003384879
50,224,46,0.003384879
50,224,48,0.003384879
54,224,50,0.003148797
54,224,52,0.003148797
42,224,54,0.004258139
42,224,56,0.004258139
42,224,58,0.004258139
48,226,-30,0.002986858
48,226,-28,0.002986858
